Время (с),A0 (В),A1 (В)
3.645641803741455,2.529,2.0514163167454686
3.653639554977417,2.51,2.041752962817469
3.666720390319824,2.608,2.6090729787343534
3.674738883972168,2.51,2.5161855643679085
3.687252998352051,2.451,2.1999166846599625
3.6952526569366455,2.294,2.707971984923932
3.707252979278565,2.294,2.6938623958918093
3.7152528762817374,2.216,1.9978023974485606
3.723252534866333,2.235,2.399349755027571
3.7362489700317374,2.255,2.288654434001795
3.7442495822906494,2.373,2.3877305279146577
3.7562484741210938,2.353,2.5193467019829754
3.76425576210022,2.471,2.4222594587818054
3.775966167449951,2.49,2.036499015120668
3.784603118896485,2.549,2.3422724029804947
3.797011613845825,2.49,2.0484131750437014
3.8055295944213863,2.588,2.8594319290176062
3.814035177230835,2.569,2.836141154402587
3.825554609298706,2.647,2.89696227044061
3.833553791046143,2.608,2.2870526989506437
3.846570730209351,2.706,2.609382436307897
3.8545737266540527,2.627,2.972315543510931
3.866981267929077,2.588,2.146355416347172
3.875105857849121,2.471,1.9886081866442797
3.887139081954956,2.51,2.254020354347471
3.895646810531616,2.392,2.0119000231507345
3.9078197479248047,2.451,2.0393824297257037
3.916330337524414,2.333,2.2385427228822814
3.928839921951294,2.471,2.5811653224903095
3.936931133270264,2.353,2.4364936441238774
3.944446086883545,2.431,2.8886848721059413
3.9569554328918457,2.333,2.634746414135888
3.965057849884033,2.451,2.0763246636594626
3.977570056915283,2.333,2.5593375750152356
3.98560094833374,2.431,2.338717739998491
3.997814178466797,2.333,2.04169555656313
4.00632905960083,2.49,2.2819147198687584
4.01432991027832,2.373,2.4677857844770235
4.026930809020996,2.569,2.784836928670148
4.03493857383728,2.529,2.2720354133939815
4.047453165054321,2.686,2.985570945334841
4.055542945861816,2.51,2.9833067739289154
4.068056344985962,2.627,2.321964035952449
4.075571775436401,2.431,2.7531165850966333
4.088667392730713,2.51,2.2424872405556022
4.096178770065308,2.412,2.0128999247374484
4.1087486743927,2.588,2.8242354065305815
4.117273807525635,2.49,2.6263026307921433
4.12879490852356,2.647,2.5195712991828456
4.137303829193115,2.412,2.8506897224583327
4.145529508590698,2.471,2.4227892710392656
4.158043146133423,2.412,2.5432534034147554
4.16555118560791,2.706,2.247215839927487
4.178073167800903,2.667,3.0366391275414015
4.185583114624023,2.784,2.3906417039809433
4.198612213134766,2.549,2.2930187924393937
4.206614255905151,2.608,3.01829607519141
4.219634294509888,2.412,2.2098465969793533
4.227641105651856,2.49,2.9844882310578935
4.236165523529053,2.333,2.145694272160806
4.248385429382324,2.529,2.1883416119807917
4.255904197692871,2.412,2.893741583794989
4.268069982528687,2.569,3.0487087754869435
4.276585340499878,2.431,2.0021371435555975
4.28861665725708,2.51,2.7517885807527263
4.297135829925537,2.353,1.92692968687042
4.309334754943848,2.529,2.513625223427867
4.317853927612305,2.431,2.7011240020113068
4.325926065444946,2.549,2.407217601978733
4.338319301605225,2.451,2.9281826686925854
4.34683895111084,2.667,3.131003200173047
4.358350515365601,2.549,2.525161241647116
4.366352319717407,2.588,2.5669277987135253
4.379190444946289,2.333,1.874348233247667
4.387232065200806,2.431,2.9008759173294796
4.398820400238037,2.353,2.358085458028845
4.407409191131592,2.51,2.3874727928785835
4.419922590255737,2.451,2.4744574637291827
4.428435802459717,2.627,2.6658698646797245
4.44073486328125,2.49,2.8376694800493936
4.448276519775391,2.529,2.181147189400727
4.45724081993103,2.373,2.734315966435009
4.46875524520874,2.373,2.074893421428529
4.477280378341675,2.176,2.5081607472523895
4.48993706703186,2.373,2.304016895112775
4.497579097747803,2.392,2.0254411013070395
4.5100953578948975,2.569,2.1238398006398977
4.518695592880249,2.451,2.5317013754437685
4.526692628860474,2.608,2.1005710778494833
4.539291858673096,2.471,2.8218359935669146
4.547297239303589,2.51,2.0849763912213914
4.559377908706665,2.412,2.3154688948320556
4.56789231300354,2.569,2.2975418666431247
4.579408168792725,2.529,2.6647941154861594
4.588448524475098,2.706,2.4685908296893744
4.5999596118927,2.569,2.0884897332174455
4.608063697814941,2.745,2.5587942483903783
4.620575428009033,2.549,2.9955370445869853
4.629100799560547,2.51,2.0607864555152604
4.641632795333862,2.314,2.419873554177015
4.649145126342773,2.431,2.588130841864509
4.657846450805664,2.333,2.5473508413283255
4.67035984992981,2.569,2.8038544117332442
4.677862167358398,2.431,2.200984129922539
4.690054893493652,2.529,3.015228558297651
4.699051856994629,2.431,2.515635575818077
4.710937976837158,2.529,2.6616324481798923
4.718741416931152,2.294,2.4619915192734156
4.731252908706665,2.451,2.324056520040697
4.739324331283569,2.392,1.9308144549818436
4.747838258743286,2.569,2.9518193647483506
4.760347843170166,2.549,2.664896066331595
4.7678611278533936,2.745,2.2291842408034577
4.78037166595459,2.647,2.189908968043778
4.788396596908569,2.824,3.0172081229971752
4.8009092807769775,2.569,2.4598174034640388
4.809420824050903,2.549,2.6528156800182967
4.821932077407837,2.314,1.8874116374061933
4.829984664916992,2.392,2.3247914942273202
